STREET_NUM,STREET_NAME,STREET_DIRECTION,POSTAL,WARD_NUMBER,WARD_NAME
2681,DANFORTH, ,M4C,19,Beaches-East York
50,LAING, ,M4L,14,Toronto-Danforth
23,TORONTO, ,M5C,13,Toronto Centre
5,JOPLING,S,M9B,03,Etobicoke-Lakeshore
0,EXMOOR, ,   ,03,Etobicoke-Lakeshore
412,CHURCH, ,M5B,13,Toronto Centre
3718,KINGSTON, ,M1J,24,Scarborough-Guildwood
121,CHURCH, ,M9N,05,York South-Weston
123,CHURCH, ,M9N,05,York South-Weston
125,CHURCH, ,M9N,05,York South-Weston
127,CHURCH, ,M9N,05,York South-Weston
89,QUEEN,E,M5C,13,Toronto Centre
121,CHURCH, ,M9N,05,York South-Weston
123,CHURCH, ,M9N,05,York South-Weston
125,CHURCH, ,M9N,05,York South-Weston
127,CHURCH, ,M9N,05,York South-Weston
89,QUEEN,E,M5C,13,Toronto Centre
440,EVANS, ,   ,03,Etobicoke-Lakeshore
467,WELLINGTON,W,M5V,10,Spadina-Fort York
875,THE QUEENSWAY, ,M8Z,03,Etobicoke-Lakeshore
3400,DUFFERIN, ,M6A,08,Eglinton-Lawrence
3400,DUFFERIN, ,M6A,08,Eglinton-Lawrence
1125,MARKHAM, ,M1H,24,Scarborough-Guildwood
429,WALMER, ,M5P,12,Toronto-St. Paul's
468-480,DANFORTH, ,M1K,20,Scarborough Southwest
251,THE WEST MALL, ,M9C,02,Etobicoke Centre
425,BLOOR,W,M5S,11,University-Rosedale
150,EIGHTH, ,M8V,03,Etobicoke-Lakeshore
38,CHURCHILL, ,M2N,18,Willowdale
40,CHURCHILL, ,M2N,18,Willowdale
522,UNIVERSITY, ,M5G,11,University-Rosedale
1150,CALEDONIA, ,M6A,08,Eglinton-Lawrence
1120-1130,CALEDONIA, ,M6A,08,Eglinton-Lawrence
1130,CALEDONIA, ,M6A,08,Eglinton-Lawrence
1120,CALEDONIA, ,M6A,08,Eglinton-Lawrence
0,CALEDONIA, ,   ,08,Eglinton-Lawrence
260,WELLESLEY,E,M4X,13,Toronto Centre
955,LAKE SHORE,W,M6K,10,Spadina-Fort York
7,SAGUENAY, ,M5N,08,Eglinton-Lawrence
240,THE DONWAY,W,M3B,16,Don Valley East
1728,BLOOR,W,M6P,04,Parkdale-High Park
2352,YONGE, ,M4P,08,Eglinton-Lawrence
50,GERRARD,E,M5B,13,Toronto Centre
50,GERRARD,E,M5B,13,Toronto Centre
1246,WESTON, ,M6M,05,York South-Weston
280,WELLESLEY,E,M4X,13,Toronto Centre
25,SHORNCLIFFE, ,M9B,03,Etobicoke-Lakeshore
15,SHORNCLIFFE, ,M9B,03,Etobicoke-Lakeshore
5475,DUNDAS,W,M9B,03,Etobicoke-Lakeshore
3003,SHEPPARD,E,M1T,22,Scarborough-Agincourt
795,SHEPPARD,W,M3H,06,York Centre
132,GORMAN PARK, ,M3H,06,York Centre
130,GORMAN PARK, ,M3H,06,York Centre
128,GORMAN PARK, ,M3H,06,York Centre
36,MONTGOMERY, ,M4R,08,Eglinton-Lawrence
40,MONTGOMERY, ,M4R,08,Eglinton-Lawrence
42,MONTGOMERY, ,M4R,08,Eglinton-Lawrence
46,MONTGOMERY, ,M4R,08,Eglinton-Lawrence
48,MONTGOMERY, ,M4R,08,Eglinton-Lawrence
70,MONTGOMERY, ,M4R,08,Eglinton-Lawrence
52,MONTGOMERY, ,M4R,08,Eglinton-Lawrence
54,MONTGOMERY, ,M4R,08,Eglinton-Lawrence
58,MONTGOMERY, ,M4R,08,Eglinton-Lawrence
60,MONTGOMERY, ,M4R,08,Eglinton-Lawrence
64,MONTGOMERY, ,M4R,08,Eglinton-Lawrence
66,MONTGOMERY, ,M4R,08,Eglinton-Lawrence
36,MONTGOMERY, ,M4R,08,Eglinton-Lawrence
15,TORONTO, ,M5C,13,Toronto Centre
105,THIRTY FIRST, ,M8W,03,Etobicoke-Lakeshore
84,ULSTER, ,M5S,11,University-Rosedale
69,WESTMORE, ,M9V,01,Etobicoke North
1728,BLOOR,W,M6P,04,Parkdale-High Park
15,BLOOR,W,M4W,11,University-Rosedale
15,BLOOR,W,M4W,11,University-Rosedale
3005,SHEPPARD,E,M1T,22,Scarborough-Agincourt
3007,SHEPPARD,E,M1T,22,Scarborough-Agincourt
3009,SHEPPARD,E,M1T,22,Scarborough-Agincourt
3011,SHEPPARD,E,M1T,22,Scarborough-Agincourt
1802,PHARMACY, ,M1T,22,Scarborough-Agincourt
1806,PHARMACY, ,M1T,22,Scarborough-Agincourt
1810,PHARMACY, ,M1T,22,Scarborough-Agincourt
1812,PHARMACY, ,M1T,22,Scarborough-Agincourt
1814,PHARMACY, ,M1T,22,Scarborough-Agincourt
45,INDUSTRIAL, ,M4G,15,Don Valley West
214,SOUDAN, ,M4S,12,Toronto-St. Paul's
40,MONTGOMERY, ,M4R,08,Eglinton-Lawrence
42,MONTGOMERY, ,M4R,08,Eglinton-Lawrence
46,MONTGOMERY, ,M4R,08,Eglinton-Lawrence
48,MONTGOMERY, ,M4R,08,Eglinton-Lawrence
70,MONTGOMERY, ,M4R,08,Eglinton-Lawrence
2430,YONGE, ,M4P,08,Eglinton-Lawrence
54,MONTGOMERY, ,M4R,08,Eglinton-Lawrence
58,MONTGOMERY, ,M4R,08,Eglinton-Lawrence
64,MONTGOMERY, ,M4R,08,Eglinton-Lawrence
66,MONTGOMERY, ,M4R,08,Eglinton-Lawrence
25,MABELLE, ,M9A,03,Etobicoke-Lakeshore
3429,YONGE, ,M4N,15,Don Valley West
1783-1785,BAYVIEW, ,M4G,15,Don Valley West
1787,BAYVIEW, ,M4G,15,Don Valley West
1779,BAYVIEW, ,M4G,15,Don Valley West
1783-1785,BAYVIEW, ,M4G,15,Don Valley West
1787,BAYVIEW, ,M4G,15,Don Valley West
1779,BAYVIEW, ,M4G,15,Don Valley West
67,WESTMORE, ,M9V,01,Etobicoke North
135,PLUNKETT, ,M9L,07,Humber River-Black Creek
23,TORONTO, ,M5C,13,Toronto Centre
250,LAWRENCE,W,M5M,08,Eglinton-Lawrence
3501,DUFFERIN, ,   ,06,York Centre
250,WINCOTT, ,M9R,02,Etobicoke Centre
630,THE EAST MALL, ,M9B,02,Etobicoke Centre
632,NORTHCLIFFE, ,M6E,12,Toronto-St. Paul's
632,NORTHCLIFFE, ,M6E,12,Toronto-St. Paul's
1891,EGLINTON,E,M1L,20,Scarborough Southwest
5294-5304,YONGE, ,M2N,18,Willowdale
1891,EGLINTON,E,M1L,20,Scarborough Southwest
190,RIDLEY, ,   ,08,Eglinton-Lawrence
56,FIELDWAY, ,M8Z,03,Etobicoke-Lakeshore
189,OLD WESTON, ,M6N,09,Davenport
169,THE DONWAY,W,M3C,16,Don Valley East
1316,KINGSTON, ,M1N,20,Scarborough Southwest
116,AVENUE, ,M5R,11,University-Rosedale
2759,KINGSTON, ,M1M,20,Scarborough Southwest
147,OVERBROOK, ,M3H,06,York Centre
1761,DUNDAS,E,M4L,14,Toronto-Danforth
1761,DUNDAS,E,M4L,14,Toronto-Danforth
100,BEVERLEY, ,M5T,10,Spadina-Fort York
29,PARKCREST, ,M1M,20,Scarborough Southwest
147,ELDER, ,M3H,06,York Centre
149,ELDER, ,M3H,06,York Centre
151,ELDER, ,M3H,06,York Centre
128,AVENUE, ,M5R,11,University-Rosedale
4174,DUNDAS,W,M8X,02,Etobicoke Centre
3750,BATHURST, ,M3H,06,York Centre
124,BEDFORD, ,M5R,11,University-Rosedale
124,BEDFORD, ,M5R,11,University-Rosedale
1830,WESTON, ,M9N,05,York South-Weston
578,KING,W,M5V,10,Spadina-Fort York
530,THE EAST MALL, ,M9B,02,Etobicoke Centre
2690,BAYVIEW, ,M2L,15,Don Valley West
855,KINGSTON, ,M4E,19,Beaches-East York
61,FRONT,W,M5J,10,Spadina-Fort York
5280,FINCH,E,   ,23,Scarborough North
509,PARLIAMENT, ,M4X,13,Toronto Centre
576,SHERBOURNE, ,M4X,13,Toronto Centre
777,VAUGHAN, ,M6E,12,Toronto-St. Paul's
214,SHERBOURNE, ,M5A,13,Toronto Centre
707,YONGE, ,M4Y,11,University-Rosedale
8,CHARLES,E,M4Y,11,University-Rosedale
740,SHEPPARD,W,M3H,06,York Centre
748,SHEPPARD,W,M3H,06,York Centre
130,MIDLAND, ,M1N,20,Scarborough Southwest
123,WYNFORD, ,M3C,16,Don Valley East
1840,BAYVIEW, ,M4G,15,Don Valley West
1840,BAYVIEW, ,M4G,15,Don Valley West
60,BALLIOL, ,M4S,12,Toronto-St. Paul's
237,FINCH,W,M2R,18,Willowdale
3227,EGLINTON,E,M1J,24,Scarborough-Guildwood
1053,DON MILLS, ,M3C,16,Don Valley East
237,VICTORIA, ,M5B,13,Toronto Centre
237,VICTORIA, ,M5B,13,Toronto Centre
83,BLOOR,W,M5S,11,University-Rosedale
126,AVENUE, ,M5R,11,University-Rosedale
12,HILLSIDE, ,M9L,07,Humber River-Black Creek
1613,ST CLAIR,W,M6E,09,Davenport
25,OLD YORK MILLS, ,M2P,15,Don Valley West
5,SAGUENAY, ,M5N,08,Eglinton-Lawrence
1779-1781,BAYVIEW, ,M4G,15,Don Valley West
1779-1781,BAYVIEW, ,M4G,15,Don Valley West
23,POYNTZ, ,M2N,18,Willowdale
11,CHURCHILL, ,M2N,18,Willowdale
5330-5334,YONGE, ,M2N,18,Willowdale
914,BATHURST, ,M5R,11,University-Rosedale
914,BATHURST, ,M5R,11,University-Rosedale
34,MONTGOMERY, ,M4R,08,Eglinton-Lawrence
15,MILLIKEN, ,M1V,22,Scarborough-Agincourt
3400,DUFFERIN, ,M6A,08,Eglinton-Lawrence
55,QUEBEC, ,M6P,04,Parkdale-High Park
743,WARDEN, ,   ,20,Scarborough Southwest
1,SUNLIGHT PARK, ,M4M,14,Toronto-Danforth
646,YONGE, ,M4Y,13,Toronto Centre
646,YONGE, ,M4Y,13,Toronto Centre
444,EGLINTON,W,M5N,08,Eglinton-Lawrence
36,MAITLAND, ,M4Y,13,Toronto Centre
42,MAITLAND, ,M4Y,13,Toronto Centre
360,BLOOR,E,M4W,11,University-Rosedale
200,UNIVERSITY, ,M5H,10,Spadina-Fort York
1260,KENNEDY, ,   ,21,Scarborough Centre
405,MOUNT PLEASANT, ,M4S,15,Don Valley West
15,TORONTO, ,M5C,13,Toronto Centre
458,RICHMOND,W,M5V,10,Spadina-Fort York
1891,EGLINTON,E,M1L,20,Scarborough Southwest
2760,DUNDAS,W,M6P,04,Parkdale-High Park
115,FREDERICK TISDALE, ,   ,06,York Centre
113,FREDERICK TISDALE, ,   ,06,York Centre
111,FREDERICK TISDALE, ,   ,06,York Centre
109,FREDERICK TISDALE, ,   ,06,York Centre
107,FREDERICK TISDALE, ,   ,06,York Centre
50,AVONDALE, ,M2N,18,Willowdale
56,AVONDALE, ,M2N,18,Willowdale
58,AVONDALE, ,M2N,18,Willowdale
60,AVONDALE, ,M2N,18,Willowdale
17,BALES, ,M2N,18,Willowdale
19,BALES, ,M2N,18,Willowdale
25,GLENDORA, ,M2N,18,Willowdale
35,GLENDORA, ,M2N,18,Willowdale
39,GLENDORA, ,M2N,18,Willowdale
41,GLENDORA, ,M2N,18,Willowdale
43,GLENDORA, ,M2N,18,Willowdale
45,GLENDORA, ,M2N,18,Willowdale
51,GLENDORA, ,M2N,18,Willowdale
53,GLENDORA, ,M2N,18,Willowdale
55,GLENDORA, ,M2N,18,Willowdale
123,GARRATT, ,M3K,06,York Centre
16,OXLEY, ,   ,10,Spadina-Fort York
102,BERKELEY, ,M5A,13,Toronto Centre
105,FREDERICK TISDALE, ,   ,06,York Centre
103,FREDERICK TISDALE, ,   ,06,York Centre
101,FREDERICK TISDALE, ,   ,06,York Centre
99,FREDERICK TISDALE, ,   ,06,York Centre
97,FREDERICK TISDALE, ,   ,06,York Centre
91,FREDERICK TISDALE, ,   ,06,York Centre
89,FREDERICK TISDALE, ,   ,06,York Centre
87,FREDERICK TISDALE, ,   ,06,York Centre
85,FREDERICK TISDALE, ,   ,06,York Centre
83,FREDERICK TISDALE, ,   ,06,York Centre
81,FREDERICK TISDALE, ,   ,06,York Centre
79,FREDERICK TISDALE, ,   ,06,York Centre
77,FREDERICK TISDALE, ,   ,06,York Centre
37,GLENDORA, ,M2N,18,Willowdale
31,WILLIAM DUNCAN, ,   ,06,York Centre
29,WILLIAM DUNCAN, ,   ,06,York Centre
27,WILLIAM DUNCAN, ,   ,06,York Centre
155,DOWNSVIEW PARK, ,   ,06,York Centre
72,STANLEY GREENE, ,   ,06,York Centre
50,GEORGE BUTCHART, ,   ,06,York Centre
60,GEORGE BUTCHART, ,   ,06,York Centre
70,GEORGE BUTCHART, ,   ,06,York Centre
636,DIXON, ,M9W,01,Etobicoke North
634,DIXON, ,M9W,01,Etobicoke North
1325,THE QUEENSWAY, ,M8Z,03,Etobicoke-Lakeshore
1377,SHEPPARD,W,M3K,06,York Centre
1650,SHEPPARD,E,M2J,17,Don Valley North
2600,DON MILLS, ,M2J,17,Don Valley North
49,THE DONWAY,W,M3C,16,Don Valley East
1670,AVENUE, ,M5M,08,Eglinton-Lawrence
405,BROOKDALE, ,M5M,08,Eglinton-Lawrence
407,BROOKDALE, ,M5M,08,Eglinton-Lawrence
1648,AVENUE, ,M5M,08,Eglinton-Lawrence
1650-1660,AVENUE, ,M5M,08,Eglinton-Lawrence
1650,AVENUE, ,M5M,08,Eglinton-Lawrence
1654,AVENUE, ,M5M,08,Eglinton-Lawrence
1660,AVENUE, ,M5M,08,Eglinton-Lawrence
38,SARAH JACKSON, ,   ,06,York Centre
40,SARAH JACKSON, ,   ,06,York Centre
42,SARAH JACKSON, ,   ,06,York Centre
43,SARAH JACKSON, ,   ,06,York Centre
45,SARAH JACKSON, ,   ,06,York Centre
46,SARAH JACKSON, ,   ,06,York Centre
47,SARAH JACKSON, ,   ,06,York Centre
48,SARAH JACKSON, ,   ,06,York Centre
60,SARAH JACKSON, ,   ,06,York Centre
170,WILLIAM DUNCAN, ,M3K,06,York Centre
143,FREDERICK TISDALE, ,   ,06,York Centre
145,FREDERICK TISDALE, ,   ,06,York Centre
147,FREDERICK TISDALE, ,   ,06,York Centre
149,FREDERICK TISDALE, ,   ,06,York Centre
44,SARAH JACKSON, ,   ,06,York Centre
151,FREDERICK TISDALE, ,   ,06,York Centre
155,FREDERICK TISDALE, ,   ,06,York Centre
157,FREDERICK TISDALE, ,   ,06,York Centre
159,FREDERICK TISDALE, ,   ,06,York Centre
30,ERINVIEW, ,   ,02,Etobicoke Centre
36,ERINVIEW, ,   ,02,Etobicoke Centre
34,ERINVIEW, ,   ,02,Etobicoke Centre
32,ERINVIEW, ,   ,02,Etobicoke Centre
28,ERINVIEW, ,   ,02,Etobicoke Centre
26,ERINVIEW, ,   ,02,Etobicoke Centre
24,ERINVIEW, ,   ,02,Etobicoke Centre
22,ERINVIEW, ,   ,02,Etobicoke Centre
18,ERINVIEW, ,   ,02,Etobicoke Centre
16,ERINVIEW, ,   ,02,Etobicoke Centre
14,ERINVIEW, ,   ,02,Etobicoke Centre
12,ERINVIEW, ,   ,02,Etobicoke Centre
10,ERINVIEW, ,   ,02,Etobicoke Centre
4888,DUNDAS,W,M9A,03,Etobicoke-Lakeshore
144,BERRY, ,M8Y,03,Etobicoke-Lakeshore
2,TEAGARDEN, ,M2N,18,Willowdale
0,LOWE'S, ,   ,01,Etobicoke North
119,PORTLAND, ,M5V,10,Spadina-Fort York
121,PORTLAND, ,M5V,10,Spadina-Fort York
123,PORTLAND, ,M5V,10,Spadina-Fort York
1860 A,KEELE, ,M6M,05,York South-Weston
1862,KEELE, ,M6M,05,York South-Weston
1864,KEELE, ,M6M,05,York South-Weston
1662,AVENUE, ,M5M,08,Eglinton-Lawrence
1666,AVENUE, ,M5M,08,Eglinton-Lawrence
1668,AVENUE, ,M5M,08,Eglinton-Lawrence
1670,AVENUE, ,M5M,08,Eglinton-Lawrence
1666,AVENUE, ,M5M,08,Eglinton-Lawrence
1662,AVENUE, ,M5M,08,Eglinton-Lawrence
1650-1660,AVENUE, ,M5M,08,Eglinton-Lawrence
1648,AVENUE, ,M5M,08,Eglinton-Lawrence
405,BROOKDALE, ,M5M,08,Eglinton-Lawrence
1650,AVENUE, ,M5M,08,Eglinton-Lawrence
1654,AVENUE, ,M5M,08,Eglinton-Lawrence
161,FREDERICK TISDALE, ,   ,06,York Centre
130,WILLIAM DUNCAN, ,   ,06,York Centre
132,WILLIAM DUNCAN, ,   ,06,York Centre
134,WILLIAM DUNCAN, ,   ,06,York Centre
136,WILLIAM DUNCAN, ,M3K,06,York Centre
138,WILLIAM DUNCAN, ,   ,06,York Centre
142,WILLIAM DUNCAN, ,   ,06,York Centre
146,WILLIAM DUNCAN, ,   ,06,York Centre
150,WILLIAM DUNCAN, ,   ,06,York Centre
152,WILLIAM DUNCAN, ,   ,06,York Centre
154,WILLIAM DUNCAN, ,   ,06,York Centre
156,WILLIAM DUNCAN, ,   ,06,York Centre
158,WILLIAM DUNCAN, ,   ,06,York Centre
160,WILLIAM DUNCAN, ,   ,06,York Centre
162,WILLIAM DUNCAN, ,   ,06,York Centre
1,THOMAS MULHOLLAND, ,   ,06,York Centre
3,THOMAS MULHOLLAND, ,   ,06,York Centre
5,THOMAS MULHOLLAND, ,   ,06,York Centre
7,THOMAS MULHOLLAND, ,   ,06,York Centre
9,THOMAS MULHOLLAND, ,   ,06,York Centre
8,ERINVIEW, ,   ,02,Etobicoke Centre
6,ERINVIEW, ,   ,02,Etobicoke Centre
4,ERINVIEW, ,   ,02,Etobicoke Centre
470,SENTINEL, ,M3J,07,Humber River-Black Creek
1866,KEELE, ,M6M,05,York South-Weston
1866 A,KEELE, ,M6M,05,York South-Weston
1866,KEELE, ,M6M,05,York South-Weston
1868,KEELE, ,M6M,05,York South-Weston
1736,WESTON, ,M9N,05,York South-Weston
1660,AVENUE, ,M5M,08,Eglinton-Lawrence
1668,AVENUE, ,M5M,08,Eglinton-Lawrence
407,BROOKDALE, ,M5M,08,Eglinton-Lawrence
221,ROXTON, ,M6J,11,University-Rosedale
221,ROXTON, ,M6J,11,University-Rosedale
11,THOMAS MULHOLLAND, ,   ,06,York Centre
13,THOMAS MULHOLLAND, ,   ,06,York Centre
17,THOMAS MULHOLLAND, ,   ,06,York Centre
19,THOMAS MULHOLLAND, ,   ,06,York Centre
21,THOMAS MULHOLLAND, ,   ,06,York Centre
23,THOMAS MULHOLLAND, ,   ,06,York Centre
25,THOMAS MULHOLLAND, ,   ,06,York Centre
27,THOMAS MULHOLLAND, ,   ,06,York Centre
29,THOMAS MULHOLLAND, ,   ,06,York Centre
31,THOMAS MULHOLLAND, ,   ,06,York Centre
64,MERTON, ,M4S,12,Toronto-St. Paul's
33,THOMAS MULHOLLAND, ,   ,06,York Centre
289,DOWNSVIEW PARK, ,   ,06,York Centre
291,DOWNSVIEW PARK, ,   ,06,York Centre
293,DOWNSVIEW PARK, ,   ,06,York Centre
295,DOWNSVIEW PARK, ,   ,06,York Centre
297,DOWNSVIEW PARK, ,   ,06,York Centre
299,DOWNSVIEW PARK, ,   ,06,York Centre
189,WILLIAM DUNCAN, ,   ,06,York Centre
187,WILLIAM DUNCAN, ,   ,06,York Centre
185,WILLIAM DUNCAN, ,   ,06,York Centre
183,WILLIAM DUNCAN, ,   ,06,York Centre
2,LANSING, ,M2J,17,Don Valley North
4566-4568,KINGSTON, ,M1E,25,Scarborough-Rouge Park
251,QUEENS QUAY,E,   ,10,Spadina-Fort York
81,BAY, ,   ,10,Spadina-Fort York
3379-3385,LAWRENCE,E,M1H,24,Scarborough-Guildwood
781,VICTORIA PARK, ,M4C,20,Scarborough Southwest
215,WELLESLEY,E,M4X,13,Toronto Centre
1,EGLINTON,E,M4P,12,Toronto-St. Paul's
1,EGLINTON,E,M4P,12,Toronto-St. Paul's
452,BATHURST, ,M5T,11,University-Rosedale
452,BATHURST, ,M5T,11,University-Rosedale
254,KING,E,M5A,13,Toronto Centre
260,KING,E,M5A,13,Toronto Centre
157,PRINCESS, ,M5A,13,Toronto Centre
256,KING,E,M5A,13,Toronto Centre
266,KING,E,M5A,13,Toronto Centre
179,WILLIAM DUNCAN, ,   ,06,York Centre
175,WILLIAM DUNCAN, ,   ,06,York Centre
173,WILLIAM DUNCAN, ,   ,06,York Centre
171,WILLIAM DUNCAN, ,   ,06,York Centre
169,WILLIAM DUNCAN, ,   ,06,York Centre
167,WILLIAM DUNCAN, ,   ,06,York Centre
163,WILLIAM DUNCAN, ,   ,06,York Centre
161,WILLIAM DUNCAN, ,   ,06,York Centre
159,WILLIAM DUNCAN, ,   ,06,York Centre
157,WILLIAM DUNCAN, ,   ,06,York Centre
181,WILLIAM DUNCAN, ,   ,06,York Centre
155,WILLIAM DUNCAN, ,   ,06,York Centre
153,WILLIAM DUNCAN, ,   ,06,York Centre
151,WILLIAM DUNCAN, ,   ,06,York Centre
1377,SHEPPARD,W,M3K,06,York Centre
137,FREDERICK TISDALE, ,   ,06,York Centre
135,FREDERICK TISDALE, ,   ,06,York Centre
133,FREDERICK TISDALE, ,   ,06,York Centre
131,FREDERICK TISDALE, ,   ,06,York Centre
4620,EGLINTON,W,   ,02,Etobicoke Centre
95,PIDGEON, ,   ,20,Scarborough Southwest
875,MORNINGSIDE, ,   ,25,Scarborough-Rouge Park
1075,BAY, ,M5S,13,Toronto Centre
390-400,WOODSWORTH, ,M2L,15,Don Valley West
390-400,WOODSWORTH, ,M2L,15,Don Valley West
427,ADELAIDE,E,M5A,13,Toronto Centre
435,ADELAIDE,E,M5A,13,Toronto Centre
254,KING,E,M5A,13,Toronto Centre
260,KING,E,M5A,13,Toronto Centre
157,PRINCESS, ,M5A,13,Toronto Centre
256,KING,E,M5A,13,Toronto Centre
266,KING,E,M5A,13,Toronto Centre
427,ADELAIDE,E,M5A,13,Toronto Centre
435,ADELAIDE,E,M5A,13,Toronto Centre
353,ROYAL YORK, ,M8Y,03,Etobicoke-Lakeshore
355,ROYAL YORK, ,M8Y,03,Etobicoke-Lakeshore
357,ROYAL YORK, ,M8Y,03,Etobicoke-Lakeshore
359,ROYAL YORK, ,M8Y,03,Etobicoke-Lakeshore
1865,WESTON, ,M9N,05,York South-Weston
129,FREDERICK TISDALE, ,   ,06,York Centre
127,FREDERICK TISDALE, ,   ,06,York Centre
125,FREDERICK TISDALE, ,   ,06,York Centre
123,FREDERICK TISDALE, ,   ,06,York Centre
121,FREDERICK TISDALE, ,   ,06,York Centre
119,FREDERICK TISDALE, ,   ,06,York Centre
117,FREDERICK TISDALE, ,   ,06,York Centre
140,THE QUEENSWAY, ,M8Y,03,Etobicoke-Lakeshore
3095,EGLINTON,E,M1J,20,Scarborough Southwest
33,MAITLAND, ,M4Y,13,Toronto Centre
673,WARDEN, ,M1L,20,Scarborough Southwest
3309,DUFFERIN, ,M6A,08,Eglinton-Lawrence
641,QUEEN,E,M4M,14,Toronto-Danforth
641,QUEEN,E,M4M,14,Toronto-Danforth
21,BROADVIEW, ,M4M,14,Toronto-Danforth
305,BALLIOL, ,M4S,12,Toronto-St. Paul's
1900,EGLINTON,E,M1L,21,Scarborough Centre
191,DUNDAS,W,M5G,10,Spadina-Fort York
100,UNION, ,M6N,09,Davenport
781,VAUGHAN, ,M6E,12,Toronto-St. Paul's
783,VAUGHAN, ,M6E,12,Toronto-St. Paul's
680,NORTHCLIFFE, ,M6E,12,Toronto-St. Paul's
678,NORTHCLIFFE, ,M6E,12,Toronto-St. Paul's
676,NORTHCLIFFE, ,M6E,12,Toronto-St. Paul's
674,NORTHCLIFFE, ,M6E,12,Toronto-St. Paul's
670,NORTHCLIFFE, ,M6E,12,Toronto-St. Paul's
672,NORTHCLIFFE, ,M6E,12,Toronto-St. Paul's
443,QUEEN,W,M5V,10,Spadina-Fort York
112,ADELAIDE,E,M5C,13,Toronto Centre
85,LOMBARD, ,M5C,13,Toronto Centre
576,SHERBOURNE, ,M4X,13,Toronto Centre
566,SHERBOURNE, ,M4X,13,Toronto Centre
568,SHERBOURNE, ,M4X,13,Toronto Centre
572,SHERBOURNE, ,M4X,13,Toronto Centre
574,SHERBOURNE, ,M4X,13,Toronto Centre
29,LINDEN, ,M4Y,13,Toronto Centre
15,ELM, ,M5G,11,University-Rosedale
589,LAWRENCE,W,M6A,08,Eglinton-Lawrence
589,LAWRENCE,W,M6A,08,Eglinton-Lawrence
675,KING,W,M5V,10,Spadina-Fort York
2,UNION, ,M6N,09,Davenport
100,ALLANHURST, ,M9A,02,Etobicoke Centre
1-65,CATHER, ,M6A,08,Eglinton-Lawrence
570,SHERBOURNE, ,M4X,13,Toronto Centre
47,STADACONA, ,M3H,06,York Centre
31,LINDEN, ,M4Y,13,Toronto Centre
33,LINDEN, ,M4Y,13,Toronto Centre
37,LINDEN, ,   ,13,Toronto Centre
2450,MORNINGSIDE, ,   ,25,Scarborough-Rouge Park
1940,EGLINTON,E,M1L,21,Scarborough Centre
1,YONGE, ,M5E,10,Spadina-Fort York
1494,DUNDAS,W,M6K,09,Davenport
721,ROYAL YORK, ,M8Y,03,Etobicoke-Lakeshore
2915,ST CLAIR,E,M4B,19,Beaches-East York
3931,KEELE, ,M3J,06,York Centre
102,EARL, ,M4Y,13,Toronto Centre
104,EARL, ,M4Y,13,Toronto Centre
619,KEELE, ,M6N,05,York South-Weston
623,KEELE, ,M6N,05,York South-Weston
623 A,KEELE, ,M6N,05,York South-Weston
619,KEELE, ,M6N,05,York South-Weston
623,KEELE, ,M6N,05,York South-Weston
623 A,KEELE, ,M6N,05,York South-Weston
288,GEARY, ,M6H,09,Davenport
300,GEARY, ,M6H,09,Davenport
3080,DUFFERIN, ,M6A,08,Eglinton-Lawrence
3400,DUNDAS,W,M6S,04,Parkdale-High Park
1800,WESTON, ,M9N,05,York South-Weston
1802,WESTON, ,M9N,05,York South-Weston
1804,WESTON, ,M9N,05,York South-Weston
1806-1808,WESTON, ,M9N,05,York South-Weston
1806,WESTON, ,M9N,05,York South-Weston
1798,WESTON, ,M9N,05,York South-Weston
1798 A,WESTON, ,M9N,05,York South-Weston
1800,WESTON, ,M9N,05,York South-Weston
1802,WESTON, ,M9N,05,York South-Weston
1804,WESTON, ,M9N,05,York South-Weston
1806-1808,WESTON, ,M9N,05,York South-Weston
1806,WESTON, ,M9N,05,York South-Weston
654,DANFORTH, ,M4J,14,Toronto-Danforth
656,DANFORTH, ,M4J,14,Toronto-Danforth
3736,BATHURST, ,   ,08,Eglinton-Lawrence
191,EGLINTON,E,M4P,12,Toronto-St. Paul's
191,EGLINTON,E,M4P,12,Toronto-St. Paul's
2,GLAZEBROOK, ,M4P,15,Don Valley West
467,WELLINGTON,W,M5V,10,Spadina-Fort York
952,KING,W,M6K,10,Spadina-Fort York
820,YONGE, ,   ,11,University-Rosedale
3742,BATHURST, ,M3H,06,York Centre
3748,BATHURST, ,M3H,06,York Centre
11,RICHELIEU, ,M3H,06,York Centre
15,RICHELIEU, ,M3H,06,York Centre
3351-3359,ELLESMERE, ,M1C,25,Scarborough-Rouge Park
1091,LESLIE, ,   ,16,Don Valley East
1095,LESLIE, ,   ,16,Don Valley East
5576,YONGE, ,M2N,18,Willowdale
3120,DUFFERIN, ,M6A,08,Eglinton-Lawrence
930,LAWRENCE,W,M6A,08,Eglinton-Lawrence
940,LAWRENCE,W,M6A,08,Eglinton-Lawrence
61,MUTUAL, ,M5B,13,Toronto Centre
63,MUTUAL, ,M5B,13,Toronto Centre
65,MUTUAL, ,M5B,13,Toronto Centre
67,MUTUAL, ,M5B,13,Toronto Centre
69,MUTUAL, ,M5B,13,Toronto Centre
22,METROPOLITAN, ,M1R,21,Scarborough Centre
2355,KEELE, ,M6M,05,York South-Weston
18,PORTLAND, ,   ,10,Spadina-Fort York
