_id,LOCATIONID,ASSET_ID,ASSET_NAME,TYPE,AMENITIES,ADDRESS,PHONE,URL,geometry
1,298,1126,WILLIAMSON PARK RAVINE,Park,None,1680 GERRARD ST E,None,https://www.toronto.ca/data/parks/prd/facilities/complex/298/index.html,"{""coordinates"": [[319526.89928331657, 4837582.7981906645]], ""type"": ""MultiPoint""}"
2,2342,1328,GLENELLEN PARKETTE,Park,None,63 GLENELLEN DR E,None,https://www.toronto.ca/data/parks/prd/facilities/complex/2342/index.html,"{""coordinates"": [[305167.5027436115, 4833407.671260002]], ""type"": ""MultiPoint""}"
3,2281,1317,GATEWAY PARK,Park,None,40 EAST LIBERTY ST,None,https://www.toronto.ca/data/parks/prd/facilities/complex/2281/index.html,"{""coordinates"": [[311906.97454115684, 4833268.57413405]], ""type"": ""MultiPoint""}"
4,1030,964,SMITHWOOD PARK,Park,Playground,79 SMITHWOOD DR,None,https://www.toronto.ca/data/parks/prd/facilities/complex/1030/index.html,"{""coordinates"": [[300709.29953744466, 4833438.733353115]], ""type"": ""MultiPoint""}"
5,2544,816,PETER STREET BASIN PARK,Park,None,370 QUEENS QUAY W,None,https://www.toronto.ca/data/parks/prd/facilities/complex/2544/index.html,"{""coordinates"": [[313695.7282206923, 4833177.160110025]], ""type"": ""MultiPoint""}"
6,700,765,NORTH PARK,Park,"Playground, Tennis Court",587 RUSTIC RD,None,https://www.toronto.ca/data/parks/prd/facilities/complex/700/index.html,"{""coordinates"": [[306898.44062374113, 4841827.682719475]], ""type"": ""MultiPoint""}"
7,349,976,SPENVALLEY PARK,Park,"Ball Diamond, Playground, Sports Field",130 SPENVALLEY DR,None,https://www.toronto.ca/data/parks/prd/facilities/complex/349/index.html,"{""coordinates"": [[304293.06115560886, 4844936.532223938]], ""type"": ""MultiPoint""}"
8,55,1325,GLEBE MANOR SQUARE,Park,None,51 HARWOOD RD,None,https://www.toronto.ca/data/parks/prd/facilities/complex/55/index.html,"{""coordinates"": [[313864.8813515905, 4840288.834836883]], ""type"": ""MultiPoint""}"
9,2496,1578,WESTVIEW GREENBELT,Park,None,20 A NORDALE CRES,None,https://www.toronto.ca/data/parks/prd/facilities/complex/2496/index.html,"{""coordinates"": [[305773.4467858874, 4840142.814044912]], ""type"": ""MultiPoint""}"
10,2228,1699,CONSTABLE PERCY CUMMINS PARKETTE,Park,None,235 CONNOLLY ST,None,https://www.toronto.ca/data/parks/prd/facilities/complex/2228/index.html,"{""coordinates"": [[307913.01033251686, 4836870.073580764]], ""type"": ""MultiPoint""}"
11,2741,746,MUNICIPAL PARK,Park,Playground,25 ANSELL AVE,None,https://www.toronto.ca/data/parks/prd/facilities/complex/2741/index.html,"{""coordinates"": [[301383.13330062636, 4828131.915286258]], ""type"": ""MultiPoint""}"
12,2387,1808,INGLEWOOD PARKETTE,Park,None,135 ST. CLAIR AVE E,None,https://www.toronto.ca/data/parks/prd/facilities/complex/2387/index.html,"{""coordinates"": [[313862.78431832796, 4838804.871101605]], ""type"": ""MultiPoint""}"
13,2492,1426,MOURNING DOVE PARK,Park,None,98 MOURNING DOVE CRES,None,https://www.toronto.ca/data/parks/prd/facilities/complex/2492/index.html,"{""coordinates"": [[326936.37832251133, 4852923.844285688]], ""type"": ""MultiPoint""}"
14,240,911,TORONTO METROPOLITAN UNIVERSITY SQUARE,Park,Washroom,25 GOULD ST,None,https://www.toronto.ca/data/parks/prd/facilities/complex/240/index.html,"{""coordinates"": [[314504.9891244174, 4835287.323714846]], ""type"": ""MultiPoint""}"
15,2731,629,LILLIAN H. SMITH PARK,Park,None,180 HURON ST,None,https://www.toronto.ca/data/parks/prd/facilities/complex/2731/index.html,"{""coordinates"": [[313005.3423917439, 4835310.064744702]], ""type"": ""MultiPoint""}"
16,1497,49384,NORTH YORK ROSE GARDEN,Park,None,4 PARK HOME AVE,None,https://www.toronto.ca/data/parks/prd/facilities/complex/1497/index.html,"{""coordinates"": [[311772.6608916268, 4847729.482558725]], ""type"": ""MultiPoint""}"
17,334,626,LESSARD PARK,Park,"Ball Diamond, Outdoor Ping Pong/Table Tennis, Playground, Washroom",52 LESSARD AVE,None,https://www.toronto.ca/data/parks/prd/facilities/complex/334/index.html,"{""coordinates"": [[305608.27269801626, 4834882.702986865]], ""type"": ""MultiPoint""}"
18,2064,1495,SAND BEACH ROAD PARKETTE,Park,None,2 SAND BEACH RD,None,https://www.toronto.ca/data/parks/prd/facilities/complex/2064/index.html,"{""coordinates"": [[305048.9336680375, 4829053.512040505]], ""type"": ""MultiPoint""}"
19,924,838,PRINCE OF WALES PARK,Park,"Playground, Tennis Court, Washroom",1 THIRD ST,None,https://www.toronto.ca/data/parks/prd/facilities/complex/924/index.html,"{""coordinates"": [[304898.5316884556, 4828766.403095167]], ""type"": ""MultiPoint""}"
20,2744,31982,TORONTO ISLANDS - ALGONQUIN ISLAND PARK,Park,None,9 QUEENS QUAY W,None,https://www.toronto.ca/data/parks/prd/facilities/complex/2744/index.html,"{""coordinates"": [[316064.0337702607, 4831907.944283167]], ""type"": ""MultiPoint""}"
21,853,719,MILLWOOD PARK,Park,"Ball Diamond, Pickleball Court, Playground, Tennis Court, Washroom",4370 BLOOR ST W,None,https://www.toronto.ca/data/parks/prd/facilities/complex/853/index.html,"{""coordinates"": [[298470.98491339857, 4832426.962582939]], ""type"": ""MultiPoint""}"
22,87,297,DUFFERIN GROVE PARK,Park,"Basketball Court, Firepit, Outdoor Ping Pong/Table Tennis, Picnic Site, Playground, Skateboarding, Sports Field, Washroom",875 DUFFERIN ST,None,https://www.toronto.ca/data/parks/prd/facilities/complex/87/index.html,"{""coordinates"": [[310245.74387912155, 4835151.738835141]], ""type"": ""MultiPoint""}"
23,2197,564,JULIUS DEUTSCH PARK,Park,"Outdoor Fitness Equipment, Playground",40 CECIL ST,None,https://www.toronto.ca/data/parks/prd/facilities/complex/2197/index.html,"{""coordinates"": [[313097.80437281, 4835199.947762271]], ""type"": ""MultiPoint""}"
24,2172,128,BRIGHT STREET PLAYGROUND,Park,Playground,50 BRIGHT ST,None,https://www.toronto.ca/data/parks/prd/facilities/complex/2172/index.html,"{""coordinates"": [[316115.17683475977, 4835148.5317030875]], ""type"": ""MultiPoint""}"
25,190,191,CHELSEA AVENUE PLAYGROUND,Park,Playground,103 CHELSEA AVE,None,https://www.toronto.ca/data/parks/prd/facilities/complex/190/index.html,"{""coordinates"": [[308369.5952155101, 4835270.13785608]], ""type"": ""MultiPoint""}"
26,864,873,RICHVIEW PARK,Park,"Ball Diamond, Playground, Sports Field",555 MARTIN GROVE RD,None,https://www.toronto.ca/data/parks/prd/facilities/complex/864/index.html,"{""coordinates"": [[299836.1597814816, 4837469.842653122]], ""type"": ""MultiPoint""}"
27,1029,594,LABURNHAM PARK,Park,"Pickleball Court, Playground, Tennis Court",60 LABURNHAM AVE,None,https://www.toronto.ca/data/parks/prd/facilities/complex/1029/index.html,"{""coordinates"": [[302537.4541121858, 4828910.1691216985]], ""type"": ""MultiPoint""}"
28,152,732,MONTCLAIR AVENUE PARKETTE,Park,None,48 MONTCLAIR AVE,None,https://www.toronto.ca/data/parks/prd/facilities/complex/152/index.html,"{""coordinates"": [[311873.1606688584, 4838665.831171404]], ""type"": ""MultiPoint""}"
29,606,92,BERT ROBINSON PARK,Park,"Basketball Court, Playground, Sports Field",400 CALEDONIA RD,None,https://www.toronto.ca/data/parks/prd/facilities/complex/606/index.html,"{""coordinates"": [[307917.1303717397, 4838654.724262321]], ""type"": ""MultiPoint""}"
30,2324,1115,WESTWOOD PARK,Park,Playground,994 CARLAW AVE,None,https://www.toronto.ca/data/parks/prd/facilities/complex/2324/index.html,"{""coordinates"": [[316701.0058076315, 4838535.987085093]], ""type"": ""MultiPoint""}"
31,427,58,BALMY BEACH PARK,Park,"Beach, Dog Off-Leash Area, Outdoor Fitness Equipment, Outdoor Ping Pong/Table Tennis, Playground, Washroom",1 BEECH AVE,None,https://www.toronto.ca/data/parks/prd/facilities/complex/427/index.html,"{""coordinates"": [[321947.8998312221, 4836650.461301565]], ""type"": ""MultiPoint""}"
32,2361,458,HANEY PARK,Park,None,10 HANEY AVE,None,https://www.toronto.ca/data/parks/prd/facilities/complex/2361/index.html,"{""coordinates"": [[305172.32282553875, 4837128.984595747]], ""type"": ""MultiPoint""}"
33,2698,140,BUDD SUGARMAN PARK,Park,None,955 YONGE ST,None,https://www.toronto.ca/data/parks/prd/facilities/complex/2698/index.html,"{""coordinates"": [[313779.24030011013, 4837344.774364008]], ""type"": ""MultiPoint""}"
34,124,1298,FAIRFORD AVENUE PARKETTE,Park,None,68 FAIRFORD AVE,None,https://www.toronto.ca/data/parks/prd/facilities/complex/124/index.html,"{""coordinates"": [[319264.1053229119, 4837270.673252397]], ""type"": ""MultiPoint""}"
35,2261,1005,SUGAR BEACH PARK,Park,None,11 DOCKSIDE DR,None,https://www.toronto.ca/data/parks/prd/facilities/complex/2261/index.html,"{""coordinates"": [[315491.12891314446, 4833709.41697429]], ""type"": ""MultiPoint""}"
36,261,1566,WALLER AVENUE RAVINE LANDS,Park,None,103 MORNINGSIDE AVE,None,https://www.toronto.ca/data/parks/prd/facilities/complex/261/index.html,"{""coordinates"": [[306435.3865268793, 4833805.161160805]], ""type"": ""MultiPoint""}"
37,2450,322,PAUL MARTEL PARK,Park,None,10 MADISON AVE,None,https://www.toronto.ca/data/parks/prd/facilities/complex/2450/index.html,"{""coordinates"": [[312602.36848813813, 4836404.1645584935]], ""type"": ""MultiPoint""}"
38,2825,46322,JUNE CALLWOOD PARK,Park,Playground,636 FLEET ST,None,https://www.toronto.ca/data/parks/prd/facilities/complex/2825/index.html,"{""coordinates"": [[312548.49442017614, 4832967.408173386]], ""type"": ""MultiPoint""}"
39,629,170,CEDARVALE PARK,Park,"Ball Diamond, Cricket Pitch Field, Dog Off-Leash Area, Pickleball Court, Playground, Sports Field, Tennis Court",443 ARLINGTON AVE,None,https://www.toronto.ca/data/parks/prd/facilities/complex/629/index.html,"{""coordinates"": [[310495.77892397664, 4839123.013120904]], ""type"": ""MultiPoint""}"
40,2539,1457,PAUL E. GARFINKEL PARK,Park,None,1071 QUEEN ST W,None,https://www.toronto.ca/data/parks/prd/facilities/complex/2539/index.html,"{""coordinates"": [[311139.80768783076, 4833719.019070862]], ""type"": ""MultiPoint""}"
41,1498,1435,NORMAN JEWISON PARK,Park,None,13 ISABELLA ST,None,https://www.toronto.ca/data/parks/prd/facilities/complex/1498/index.html,"{""coordinates"": [[314107.5432196899, 4836371.938530205]], ""type"": ""MultiPoint""}"
42,2036,703,MCGREGOR PARK,Park,"Ball Diamond, Basketball Court, Pickleball Court, Playground, Tennis Court",2231 LAWRENCE AVE E,None,https://www.toronto.ca/data/parks/prd/facilities/complex/2036/index.html,"{""coordinates"": [[322473.5149367525, 4845283.025749647]], ""type"": ""MultiPoint""}"
43,490,201,ELIE WIESEL PARK,Park,"Ball Diamond, Outdoor Dry Pad, Pickleball Court, Playground, Tennis Court, Washroom",30 PALM DR,None,https://www.toronto.ca/data/parks/prd/facilities/complex/490/index.html,"{""coordinates"": [[309786.2481842797, 4845085.270074341]], ""type"": ""MultiPoint""}"
44,278,1572,WEMBLEY PARKETTE,Park,None,9 OLD PARK RD,None,https://www.toronto.ca/data/parks/prd/facilities/complex/278/index.html,"{""coordinates"": [[310334.0739747239, 4840100.650950205]], ""type"": ""MultiPoint""}"
45,979,856,RAVENSCREST PARK,Park,None,305 MARTIN GROVE RD,None,https://www.toronto.ca/data/parks/prd/facilities/complex/979/index.html,"{""coordinates"": [[300515.6316156766, 4835425.977002724]], ""type"": ""MultiPoint""}"
46,1508,512,HUMBERLINE PARK,Park,"Basketball Court, Playground, Washroom",32 HUMBERLINE DR,None,https://www.toronto.ca/data/parks/prd/facilities/complex/1508/index.html,"{""coordinates"": [[295509.7996809769, 4843451.347682386]], ""type"": ""MultiPoint""}"
47,2700,1319,GEORGE MILBRANDT PARKETTE,Park,None,3101 YONGE ST,None,https://www.toronto.ca/data/parks/prd/facilities/complex/2700/index.html,"{""coordinates"": [[312701.6506157534, 4842827.3954106895]], ""type"": ""MultiPoint""}"
48,2466,695,MCCLEARY PLAYGROUND,Park,Playground,80 MC GEE ST,None,https://www.toronto.ca/data/parks/prd/facilities/complex/2466/index.html,"{""coordinates"": [[317267.68463742797, 4835489.402615997]], ""type"": ""MultiPoint""}"
49,2819,45802,THE RAIL GARDEN,Park,None,450 WOODFIELD RD,None,https://www.toronto.ca/data/parks/prd/facilities/complex/2819/index.html,"{""coordinates"": [[318827.8704024707, 4837356.4012470655]], ""type"": ""MultiPoint""}"
50,3662,57462,CLARA WILL PARK,Park,Playground,1 QUEEN MAGDALENE PL,None,https://www.toronto.ca/data/parks/prd/facilities/complex/3662/index.html,"{""coordinates"": [[316155.18918906036, 4851001.143876887]], ""type"": ""MultiPoint""}"
51,2067,961,SKEENS LANE PARKETTE,Park,Playground,8 TWENTY NINTH ST,None,https://www.toronto.ca/data/parks/prd/facilities/complex/2067/index.html,"{""coordinates"": [[302467.8911151892, 4828484.831199261]], ""type"": ""MultiPoint""}"
52,1467,558,JOSEPH BURR TYRRELL PARK,Park,Playground,10 DALTON RD,None,https://www.toronto.ca/data/parks/prd/facilities/complex/1467/index.html,"{""coordinates"": [[312278.9015433298, 4836300.123584358]], ""type"": ""MultiPoint""}"
53,1032,78,BELL MANOR PARK,Park,Playground,1 BAYSIDE LANE,None,https://www.toronto.ca/data/parks/prd/facilities/complex/1032/index.html,"{""coordinates"": [[305415.6166917123, 4833058.895316766]], ""type"": ""MultiPoint""}"
54,859,818,PINE POINT PARK,Park,"Pickleball Court, Playground, Sports Field, Tennis Court",4 CONAN RD,None,https://www.toronto.ca/data/parks/prd/facilities/complex/859/index.html,"{""coordinates"": [[301244.23262701574, 4841800.662850126]], ""type"": ""MultiPoint""}"
55,155,550,JIMMIE SIMPSON PARK,Park,"Ball Diamond, Basketball Court, Outdoor Dry Pad, Pickleball Court, Picnic Site, Playground, Sports Field, Tennis Court",870 QUEEN ST E,None,https://www.toronto.ca/data/parks/prd/facilities/complex/155/index.html,"{""coordinates"": [[317322.27663257794, 4835702.860576643]], ""type"": ""MultiPoint""}"
56,20,23,ALEXANDER STREET PARKETTE,Park,None,16 ALEXANDER ST,None,https://www.toronto.ca/data/parks/prd/facilities/complex/20/index.html,"{""coordinates"": [[314252.1091843213, 4835945.713603016]], ""type"": ""MultiPoint""}"
57,1,49,ASHBRIDGES BAY PARK,Park,"Disc Golf, Firepit, Outdoor Fitness Equipment, Picnic Site, Washroom",1561 LAKE SHORE BLVD E,None,https://www.toronto.ca/data/parks/prd/facilities/complex/1/index.html,"{""coordinates"": [[320163.0001208338, 4835430.212560429]], ""type"": ""MultiPoint""}"
58,182,1425,MOUNT PLEASANT PARKETTE,Park,None,441 MOUNT PLEASANT RD,None,https://www.toronto.ca/data/parks/prd/facilities/complex/182/index.html,"{""coordinates"": [[313938.5353316355, 4839985.774889249]], ""type"": ""MultiPoint""}"
59,2233,231,CORTLEIGH PARKETTE,Park,Playground,375 CORTLEIGH BLVD,None,https://www.toronto.ca/data/parks/prd/facilities/complex/2233/index.html,"{""coordinates"": [[310778.99991748977, 4841068.5967676155]], ""type"": ""MultiPoint""}"
60,1499,736,MOREAU TRAIL PARK,Park,Playground,35 HERRON AVE,None,https://www.toronto.ca/data/parks/prd/facilities/complex/1499/index.html,"{""coordinates"": [[322238.0988764812, 4840858.002543966]], ""type"": ""MultiPoint""}"
61,1500,1868,MCCOWAN DISTRICT PARK,Park,"Pickleball Court, Playground, Sports Field, Washroom",150 MCCOWAN RD,None,https://www.toronto.ca/data/parks/prd/facilities/complex/1500/index.html,"{""coordinates"": [[325978.97527932876, 4843779.328936448]], ""type"": ""MultiPoint""}"
62,128,637,LITTLE NORWAY PARK,Park,"Ball Diamond, Outdoor Fitness Equipment, Playground, Washroom",659 QUEENS QUAY W,None,https://www.toronto.ca/data/parks/prd/facilities/complex/128/index.html,"{""coordinates"": [[312997.18733496853, 4832731.103205477]], ""type"": ""MultiPoint""}"
63,560,121,BOTANY HILL PARK,Park,"Dog Off-Leash Area, Playground, Tennis Court",277 ORTON PARK RD,None,https://www.toronto.ca/data/parks/prd/facilities/complex/560/index.html,"{""coordinates"": [[328023.1690315648, 4848721.711008191]], ""type"": ""MultiPoint""}"
64,798,172,CENTENNIAL PARK - ETOBICOKE,Park,"Ball Diamond, Cricket Pitch Field, Disc Golf, Outdoor Fitness Equipment, Outdoor Track, Picnic Site, Playground, Sports Field, Washroom",256 CENTENNIAL PARK RD,None,https://www.toronto.ca/data/parks/prd/facilities/complex/798/index.html,"{""coordinates"": [[297304.10316944914, 4834641.5122132385]], ""type"": ""MultiPoint""}"
65,224,770,NORTHUMBERLAND PLAYGROUND,Park,Playground,770 OSSINGTON AVE,None,https://www.toronto.ca/data/parks/prd/facilities/complex/224/index.html,"{""coordinates"": [[310739.59980748716, 4835872.846695312]], ""type"": ""MultiPoint""}"
66,2642,272,DENNIS FLYNN PARK,Park,"Basketball Court, Playground",370 THE WEST MALL,None,https://www.toronto.ca/data/parks/prd/facilities/complex/2642/index.html,"{""coordinates"": [[299468.30275777465, 4833419.952383779]], ""type"": ""MultiPoint""}"
67,2726,26,LAMPORT STADIUM PARK,Park,"Outdoor Ping Pong/Table Tennis, Playground",1155 KING ST W,None,https://www.toronto.ca/data/parks/prd/facilities/complex/2726/index.html,"{""coordinates"": [[310997.9577015237, 4833205.031165855]], ""type"": ""MultiPoint""}"
68,187,742,MOUNT ROYAL PARKETTE,Park,Playground,49 MOUNT ROYAL AVE,None,https://www.toronto.ca/data/parks/prd/facilities/complex/187/index.html,"{""coordinates"": [[310242.345930373, 4837405.043433058]], ""type"": ""MultiPoint""}"
69,2397,269,DELO PARK,Park,None,26 JOYCE PKWY,None,https://www.toronto.ca/data/parks/prd/facilities/complex/2397/index.html,"{""coordinates"": [[307709.398463444, 4841100.67383088]], ""type"": ""MultiPoint""}"
70,115,787,ORCHARD PARK,Park,"Firepit, Outdoor Ping Pong/Table Tennis, Picnic Site, Playground",1987 DUNDAS ST E,None,https://www.toronto.ca/data/parks/prd/facilities/complex/115/index.html,"{""coordinates"": [[319788.74621301214, 4836546.841369611]], ""type"": ""MultiPoint""}"
71,440,403,GEORGE HISLOP PARK,Park,None,20 ISABELLA ST,None,https://www.toronto.ca/data/parks/prd/facilities/complex/440/index.html,"{""coordinates"": [[314079.3202273071, 4836486.631510374]], ""type"": ""MultiPoint""}"
72,2263,299,DUNCAN CREEK PARK,Park,Playground,110 CLIFFWOOD RD,None,https://www.toronto.ca/data/parks/prd/facilities/complex/2263/index.html,"{""coordinates"": [[315774.1102730091, 4851718.846757949]], ""type"": ""MultiPoint""}"
73,281,1459,PERCY PARK,Park,None,12 PERCY ST,None,https://www.toronto.ca/data/parks/prd/facilities/complex/281/index.html,"{""coordinates"": [[316283.28180204716, 4835025.699721206]], ""type"": ""MultiPoint""}"
74,963,373,FLAGSTAFF PARK,Park,"Basketball Court, Pickleball Court, Playground, Sports Field, Tennis Court",42 MERCURY RD,None,https://www.toronto.ca/data/parks/prd/facilities/complex/963/index.html,"{""coordinates"": [[297497.1843044362, 4842360.918832958]], ""type"": ""MultiPoint""}"
75,971,446,GREYSTONE PARK,Park,"Basketball Court, Playground",845 DANFORTH RD,None,https://www.toronto.ca/data/parks/prd/facilities/complex/971/index.html,"{""coordinates"": [[324766.90647511353, 4842936.707114815]], ""type"": ""MultiPoint""}"
76,2110,1177,BALCARRA PARK,Park,None,1 BALCARRA AVE,None,https://www.toronto.ca/data/parks/prd/facilities/complex/2110/index.html,"{""coordinates"": [[326774.6181175704, 4842902.505074294]], ""type"": ""MultiPoint""}"
77,161,164,CAWTHRA PLAYGROUND,Park,"Outdoor Ping Pong/Table Tennis, Playground",355 ALBANY AVE,None,https://www.toronto.ca/data/parks/prd/facilities/complex/161/index.html,"{""coordinates"": [[311737.58966312476, 4837343.247410419]], ""type"": ""MultiPoint""}"
78,925,1954,SEVERN CREEK PARK,Park,None,8 R CLUNY DR,None,https://www.toronto.ca/data/parks/prd/facilities/complex/925/index.html,"{""coordinates"": [[313954.26726793207, 4837298.112368381]], ""type"": ""MultiPoint""}"
79,174,738,MORSE STREET PLAYGROUND,Park,"Outdoor Ping Pong/Table Tennis, Playground, Washroom",76 MORSE ST,None,https://www.toronto.ca/data/parks/prd/facilities/complex/174/index.html,"{""coordinates"": [[317704.1005536828, 4835222.345653745]], ""type"": ""MultiPoint""}"
80,2750,1976,STANLEY PARK SOUTH - TORONTO,Park,"Ball Diamond, Dog Off-Leash Area, Outdoor Ping Pong/Table Tennis, Pickleball Court, Tennis Court, Washroom",700 WELLINGTON ST W,None,https://www.toronto.ca/data/parks/prd/facilities/complex/2750/index.html,"{""coordinates"": [[312147.30450483685, 4833555.197077436]], ""type"": ""MultiPoint""}"
81,118,1390,LARRATT PARKETTE,Park,None,221 A FOREST HILL RD,None,https://www.toronto.ca/data/parks/prd/facilities/complex/118/index.html,"{""coordinates"": [[312032.1996706932, 4839998.725930081]], ""type"": ""MultiPoint""}"
82,2612,1501,SCARLETT - ST. CLAIR PARKETTE,Park,None,2750 ST CLAIR AVE W,None,https://www.toronto.ca/data/parks/prd/facilities/complex/2612/index.html,"{""coordinates"": [[304880.5198582984, 4836269.784755528]], ""type"": ""MultiPoint""}"
83,1012,511,HUMBER VALLEY PARK,Park,"Outdoor Fitness Equipment, Pickleball Court, Playground, Tennis Court, Washroom",54 ANGLESEY BLVD,None,https://www.toronto.ca/data/parks/prd/facilities/complex/1012/index.html,"{""coordinates"": [[302772.5782296588, 4836116.207829713]], ""type"": ""MultiPoint""}"
84,332,916,SALLY BIRD PARK,Park,Outdoor Fitness Equipment,194 BRUNSWICK AVE,None,https://www.toronto.ca/data/parks/prd/facilities/complex/332/index.html,"{""coordinates"": [[312330.10952483007, 4835884.208657446]], ""type"": ""MultiPoint""}"
85,1028,256,DANFORTH GARDENS PARK,Park,"Playground, Sports Field",498 BIRCHMOUNT RD,None,https://www.toronto.ca/data/parks/prd/facilities/complex/1028/index.html,"{""coordinates"": [[323352.6626816237, 4840999.387493041]], ""type"": ""MultiPoint""}"
86,2580,1494,SADLER PARKETTE,Park,None,5 SADLER DR,None,https://www.toronto.ca/data/parks/prd/facilities/complex/2580/index.html,"{""coordinates"": [[323501.0786557708, 4841022.374485506]], ""type"": ""MultiPoint""}"
87,1979,871,RICARDO PARKETTE,Park,Playground,180 MAPLE LEAF DR,None,https://www.toronto.ca/data/parks/prd/facilities/complex/1979/index.html,"{""coordinates"": [[305023.8219444774, 4841283.81685827]], ""type"": ""MultiPoint""}"
88,2251,1547,TRUDELLE PARK,Park,Playground,36 TRUDELLE ST,None,https://www.toronto.ca/data/parks/prd/facilities/complex/2251/index.html,"{""coordinates"": [[325402.0694013344, 4844619.969799998]], ""type"": ""MultiPoint""}"
89,259,1081,WADSWORTH PARK,Park,"Basketball Court, Firepit, Playground, Sports Field",120 CONNOLLY ST,None,https://www.toronto.ca/data/parks/prd/facilities/complex/259/index.html,"{""coordinates"": [[308188.48628491967, 4836931.6295636175]], ""type"": ""MultiPoint""}"
90,3697,58963,CLOVER HILL PARK,Park,None,1020 BAY ST,None,https://www.toronto.ca/data/parks/prd/facilities/complex/3697/index.html,"{""coordinates"": [[313811.4462694015, 4836241.361560222]], ""type"": ""MultiPoint""}"
91,3823,80285,BROADWAY AVENUE PARKETTE,Park,None,176 BROADWAY AVE,None,https://www.toronto.ca/data/parks/prd/facilities/complex/3823/index.html,"{""coordinates"": [[313613.22941884515, 4841283.050665308]], ""type"": ""MultiPoint""}"
92,836,1084,WALTER SAUNDERS MEMORIAL PARK,Park,"Basketball Court, Outdoor Fitness Equipment, Playground",440 HOPEWELL AVE,None,https://www.toronto.ca/data/parks/prd/facilities/complex/836/index.html,"{""coordinates"": [[309009.46720729466, 4839976.961002042]], ""type"": ""MultiPoint""}"
93,733,833,PRAIRIE DRIVE PARK,Park,"Pickleball Court, Picnic Site, Playground, Tennis Court, Washroom",101 PHARMACY AVE,None,https://www.toronto.ca/data/parks/prd/facilities/complex/733/index.html,"{""coordinates"": [[322201.4068564654, 4839706.582750238]], ""type"": ""MultiPoint""}"
94,9,329,EGLINTON FLATS,Park,"Pickleball Court, Playground, Sports Field, Tennis Court, Washroom",101 EMMETT AVE,None,https://www.toronto.ca/data/parks/prd/facilities/complex/9/index.html,"{""coordinates"": [[304849.7309096936, 4838333.966388003]], ""type"": ""MultiPoint""}"
95,373,424,GLENN GOULD PARK,Park,Playground,480 AVENUE RD,None,https://www.toronto.ca/data/parks/prd/facilities/complex/373/index.html,"{""coordinates"": [[312689.0215210587, 4838543.031174879]], ""type"": ""MultiPoint""}"
96,874,1114,WESTWAY PARK,Park,"Ball Diamond, Playground, Tennis Court, Washroom",175 THE WESTWAY,None,https://www.toronto.ca/data/parks/prd/facilities/complex/874/index.html,"{""coordinates"": [[301452.8825201926, 4838646.636407615]], ""type"": ""MultiPoint""}"
97,2303,676,MARBLE HILL PARKETTE,Park,Playground,22 A ENNERDALE RD,None,https://www.toronto.ca/data/parks/prd/facilities/complex/2303/index.html,"{""coordinates"": [[308778.84321772476, 4838616.02624991]], ""type"": ""MultiPoint""}"
98,2258,267,DELL PARK,Park,Playground,50 DELL PARK AVE,None,https://www.toronto.ca/data/parks/prd/facilities/complex/2258/index.html,"{""coordinates"": [[310125.5160524316, 4841906.065633061]], ""type"": ""MultiPoint""}"
99,441,1088,WARDEN WOODS PARK,Park,Dog Off-Leash Area,125 PHARMACY AVE,None,https://www.toronto.ca/data/parks/prd/facilities/complex/441/index.html,"{""coordinates"": [[322345.55484881613, 4840486.802607708]], ""type"": ""MultiPoint""}"
100,1104,983,ST. CLEMENTS - YONGE PARKETTE,Park,None,14 ST CLEMENTS AVE,None,https://www.toronto.ca/data/parks/prd/facilities/complex/1104/index.html,"{""coordinates"": [[312844.29955966637, 4841469.435649501]], ""type"": ""MultiPoint""}"
101,2480,1368,KELSONIA PARKETTE,Park,None,167 MIDLAND AVE,None,https://www.toronto.ca/data/parks/prd/facilities/complex/2480/index.html,"{""coordinates"": [[325148.9863669134, 4841197.9984160485]], ""type"": ""MultiPoint""}"
102,176,862,REDPATH AVENUE PARKETTE,Park,Playground,130 ERSKINE AVE,None,https://www.toronto.ca/data/parks/prd/facilities/complex/176/index.html,"{""coordinates"": [[313310.30647495086, 4841383.856654203]], ""type"": ""MultiPoint""}"
103,276,1045,TOPHAM PARK,Park,"Ball Diamond, Playground, Tennis Court, Washroom",181 WESTVIEW BLVD,None,https://www.toronto.ca/data/parks/prd/facilities/complex/276/index.html,"{""coordinates"": [[320392.598210886, 4841136.220536807]], ""type"": ""MultiPoint""}"
104,2340,1327,GLEN PARK PARKETTE,Park,None,596 GLEN PARK AVE,None,https://www.toronto.ca/data/parks/prd/facilities/complex/2340/index.html,"{""coordinates"": [[307641.9614648724, 4840629.812916319]], ""type"": ""MultiPoint""}"
105,2054,509,HUMBER BAY SHORES PARK,Park,None,15 MARINE PARADE DR,None,https://www.toronto.ca/data/parks/prd/facilities/complex/2054/index.html,"{""coordinates"": [[306815.8844186268, 4831986.315477155]], ""type"": ""MultiPoint""}"
106,1075,527,IRELAND PARK,Park,None,5 EIREANN QUAY,None,https://www.toronto.ca/data/parks/prd/facilities/complex/1075/index.html,"{""coordinates"": [[313198.86529947486, 4832749.314197685]], ""type"": ""MultiPoint""}"
